CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_ONS_Code,Org_Name,Age_Band,Data_Notes,Indicator,Unit,Value
2014-15,H,London,00AD,E09000004,Bexley,25-64,,Eligible_Population_LA,Number,62613
2014-15,H,London,00AD,E09000004,Bexley,25-64,,Coverage_LA,%,76.4777282672927
2014-15,H,London,00AE,E09000005,Brent,25-64,,Eligible_Population_LA,Number,103270
2014-15,H,London,00AE,E09000005,Brent,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AE,E09000005,Brent,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AE,E09000005,Brent,25-64,,Coverage_LA,%,65.279364771957
2014-15,H,London,00AF,E09000006,Bromley,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AF,E09000006,Bromley,25-64,,Eligible_Population_LA,Number,88578
2014-15,H,London,00AF,E09000006,Bromley,25-64,,Coverage_LA,%,75.5322992165097
2014-15,H,London,00AF,E09000006,Bromley,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AG,E09000007,Camden,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AG,E09000007,Camden,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AG,E09000007,Camden,25-64,,Coverage_LA,%,61.4001195257884
2014-15,H,London,00AG,E09000007,Camden,25-64,,Eligible_Population_LA,Number,71951
2014-15,H,London,00AH,E09000008,Croydon,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AH,E09000008,Croydon,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AH,E09000008,Croydon,25-64,,Coverage_LA,%,72.1973010354753
2014-15,H,London,00AH,E09000008,Croydon,25-64,,Eligible_Population_LA,Number,107004
2014-15,H,London,00AJ,E09000009,Ealing,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AJ,E09000009,Ealing,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AJ,E09000009,Ealing,25-64,,Coverage_LA,%,64.6108451073921
2014-15,H,London,00AJ,E09000009,Ealing,25-64,,Eligible_Population_LA,Number,110483
2014-15,H,London,00AK,E09000010,Enfield,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AK,E09000010,Enfield,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AK,E09000010,Enfield,25-64,,Coverage_LA,%,72.8915205344265
2014-15,H,London,00AK,E09000010,Enfield,25-64,,Eligible_Population_LA,Number,92211
2014-15,H,London,00AL,E09000011,Greenwich,25-64,,Eligible_Population_LA,Number,77861
2014-15,H,London,00AL,E09000011,Greenwich,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AL,E09000011,Greenwich,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AL,E09000011,Greenwich,25-64,,Coverage_LA,%,71.246195142626
2014-15,H,London,00AM,E09000012,Hackney and City of London,25-64,Data for City of London have been combined with Hackney to ensure the data are non-disclosive.,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AM,E09000012,Hackney and City of London,25-64,Data for City of London have been combined with Hackney to ensure the data are non-disclosive.,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AM,E09000012,Hackney and City of London,25-64,Data for City of London have been combined with Hackney to ensure the data are non-disclosive.,Coverage_LA,%,68.4267840078227
2014-15,H,London,00AM,E09000012,Hackney and City of London,25-64,Data for City of London have been combined with Hackney to ensure the data are non-disclosive.,Eligible_Population_LA,Number,89994
2014-15,H,London,00AN,E09000013,Hammersmith and Fulham,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AN,E09000013,Hammersmith and Fulham,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AN,E09000013,Hammersmith and Fulham,25-64,,Coverage_LA,%,59.8913555529384
2014-15,H,London,00AN,E09000013,Hammersmith and Fulham,25-64,,Eligible_Population_LA,Number,67928
2014-15,H,London,00AP,E09000014,Haringey,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AP,E09000014,Haringey,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AP,E09000014,Haringey,25-64,,Coverage_LA,%,70.011219190599
2014-15,H,London,00AP,E09000014,Haringey,25-64,,Eligible_Population_LA,Number,86459
2014-15,H,London,00AQ,E09000015,Harrow,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AQ,E09000015,Harrow,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AQ,E09000015,Harrow,25-64,,Coverage_LA,%,64.4269155584923
2014-15,H,London,00AQ,E09000015,Harrow,25-64,,Eligible_Population_LA,Number,72642
2014-15,H,London,00AR,E09000016,Havering,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AR,E09000016,Havering,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AR,E09000016,Havering,25-64,,Coverage_LA,%,76.3217344921716
2014-15,H,London,00AR,E09000016,Havering,25-64,,Eligible_Population_LA,Number,63742
2014-15,H,London,00AS,E09000017,Hillingdon,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AS,E09000017,Hillingdon,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AS,E09000017,Hillingdon,25-64,,Coverage_LA,%,66.8594261888216
2014-15,H,London,00AS,E09000017,Hillingdon,25-64,,Eligible_Population_LA,Number,80584
2014-15,H,London,00AT,E09000018,Hounslow,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AT,E09000018,Hounslow,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AT,E09000018,Hounslow,25-64,,Coverage_LA,%,65.2433299661299
2014-15,H,London,00AT,E09000018,Hounslow,25-64,,Eligible_Population_LA,Number,84145
2014-15,H,London,00AU,E09000019,Islington,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AU,E09000019,Islington,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AU,E09000019,Islington,25-64,,Coverage_LA,%,66.5631745862538
2014-15,H,London,00AU,E09000019,Islington,25-64,,Eligible_Population_LA,Number,75046
2014-15,H,London,00AW,E09000020,Kensington and Chelsea,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AW,E09000020,Kensington and Chelsea,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AW,E09000020,Kensington and Chelsea,25-64,,Coverage_LA,%,56.5233068247832
2014-15,H,London,00AW,E09000020,Kensington and Chelsea,25-64,,Eligible_Population_LA,Number,49921
2014-15,H,London,00AX,E09000021,Kingston upon Thames,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AX,E09000021,Kingston upon Thames,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AX,E09000021,Kingston upon Thames,25-64,,Coverage_LA,%,70.4402911501269
2014-15,H,London,00AX,E09000021,Kingston upon Thames,25-64,,Eligible_Population_LA,Number,47673
2014-15,H,London,00AY,E09000022,Lambeth,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AY,E09000022,Lambeth,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AY,E09000022,Lambeth,25-64,,Coverage_LA,%,70.2325454346797
2014-15,H,London,00AY,E09000022,Lambeth,25-64,,Eligible_Population_LA,Number,109828
2014-15,H,London,00AZ,E09000023,Lewisham,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00AZ,E09000023,Lewisham,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00AZ,E09000023,Lewisham,25-64,,Coverage_LA,%,71.6820620609547
2014-15,H,London,00AZ,E09000023,Lewisham,25-64,,Eligible_Population_LA,Number,90395
2014-15,H,London,00BA,E09000024,Merton,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00BA,E09000024,Merton,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00BA,E09000024,Merton,25-64,,Coverage_LA,%,69.9393237186328
2014-15,H,London,00BA,E09000024,Merton,25-64,,Eligible_Population_LA,Number,65594
2014-15,H,London,00BB,E09000025,Newham,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00BB,E09000025,Newham,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00BB,E09000025,Newham,25-64,,Coverage_LA,%,66.5552112216604
2014-15,H,London,00BB,E09000025,Newham,25-64,,Eligible_Population_LA,Number,98096
2014-15,H,London,00BC,E09000026,Redbridge,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00BC,E09000026,Redbridge,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00BC,E09000026,Redbridge,25-64,,Coverage_LA,%,68.2377122644328
2014-15,H,London,00BC,E09000026,Redbridge,25-64,,Eligible_Population_LA,Number,83681
2014-15,H,London,00BD,E09000027,Richmond upon Thames,25-64,,Eligible_Population_LA,Number,58435
2014-15,H,London,00BD,E09000027,Richmond upon Thames,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00BD,E09000027,Richmond upon Thames,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00BD,E09000027,Richmond upon Thames,25-64,,Coverage_LA,%,72.8741336527766
2014-15,H,London,00BE,E09000028,Southwark,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00BE,E09000028,Southwark,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00BE,E09000028,Southwark,25-64,,Coverage_LA,%,70.5468500159898
2014-15,H,London,00BE,E09000028,Southwark,25-64,,Eligible_Population_LA,Number,96937
2014-15,H,London,00BF,E09000029,Sutton,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00BF,E09000029,Sutton,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00BF,E09000029,Sutton,25-64,,Coverage_LA,%,74.8978624060699
2014-15,H,London,00BF,E09000029,Sutton,25-64,,Eligible_Population_LA,Number,54828
2014-15,H,London,00BG,E09000030,Tower Hamlets,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00BG,E09000030,Tower Hamlets,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00BG,E09000030,Tower Hamlets,25-64,,Coverage_LA,%,64.6990523550385
2014-15,H,London,00BG,E09000030,Tower Hamlets,25-64,,Eligible_Population_LA,Number,85264
2014-15,H,London,00BH,E09000031,Waltham Forest,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00BH,E09000031,Waltham Forest,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00BH,E09000031,Waltham Forest,25-64,,Coverage_LA,%,69.8871762275544
2014-15,H,London,00BH,E09000031,Waltham Forest,25-64,,Eligible_Population_LA,Number,81809
2014-15,H,London,00BJ,E09000032,Wandsworth,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00BJ,E09000032,Wandsworth,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00BJ,E09000032,Wandsworth,25-64,,Coverage_LA,%,69.1252930083364
2014-15,H,London,00BJ,E09000032,Wandsworth,25-64,,Eligible_Population_LA,Number,113478
2014-15,H,London,00BK,E09000033,Westminster,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,H,London,00BK,E09000033,Westminster,25-64,,Coverage_REGION,%,68.4148312805972
2014-15,H,London,00BK,E09000033,Westminster,25-64,,Coverage_LA,%,58.2476930273435
2014-15,H,London,00BK,E09000033,Westminster,25-64,,Eligible_Population_LA,Number,70547
2014-15,A,North East,00EJ,E06000047,County Durham,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00EJ,E06000047,County Durham,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00EJ,E06000047,County Durham,25-64,,Coverage_LA,%,77.5877657916069
2014-15,A,North East,00EJ,E06000047,County Durham,25-64,,Eligible_Population_LA,Number,128296
2014-15,A,North East,00EH,E06000005,Darlington,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00EH,E06000005,Darlington,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00EH,E06000005,Darlington,25-64,,Coverage_LA,%,76.766268510494
2014-15,A,North East,00EH,E06000005,Darlington,25-64,,Eligible_Population_LA,Number,26539
2014-15,A,North East,00CH,E08000037,Gateshead,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00CH,E08000037,Gateshead,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00CH,E08000037,Gateshead,25-64,,Coverage_LA,%,75.8072450365007
2014-15,A,North East,00CH,E08000037,Gateshead,25-64,,Eligible_Population_LA,Number,50821
2014-15,A,North East,00EB,E06000001,Hartlepool,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00EB,E06000001,Hartlepool,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00EB,E06000001,Hartlepool,25-64,,Coverage_LA,%,73.1593622026662
2014-15,A,North East,00EB,E06000001,Hartlepool,25-64,,Eligible_Population_LA,Number,22954
2014-15,A,North East,00EC,E06000002,Middlesbrough,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00EC,E06000002,Middlesbrough,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00EC,E06000002,Middlesbrough,25-64,,Coverage_LA,%,70.6330451221885
2014-15,A,North East,00EC,E06000002,Middlesbrough,25-64,,Eligible_Population_LA,Number,35969
2014-15,A,North East,00CJ,E08000021,Newcastle upon Tyne,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00CJ,E08000021,Newcastle upon Tyne,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00CJ,E08000021,Newcastle upon Tyne,25-64,,Coverage_LA,%,70.8747813729776
2014-15,A,North East,00CJ,E08000021,Newcastle upon Tyne,25-64,,Eligible_Population_LA,Number,73184
2014-15,A,North East,00CK,E08000022,North Tyneside,25-64,,Eligible_Population_LA,Number,53601
2014-15,A,North East,00CK,E08000022,North Tyneside,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00CK,E08000022,North Tyneside,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00CK,E08000022,North Tyneside,25-64,,Coverage_LA,%,77.642208167758
2014-15,A,North East,00EM,E06000057,Northumberland,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00EM,E06000057,Northumberland,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00EM,E06000057,Northumberland,25-64,,Coverage_LA,%,78.6131605314179
2014-15,A,North East,00EM,E06000057,Northumberland,25-64,,Eligible_Population_LA,Number,76851
2014-15,A,North East,00EE,E06000003,Redcar and Cleveland,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00EE,E06000003,Redcar and Cleveland,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00EE,E06000003,Redcar and Cleveland,25-64,,Coverage_LA,%,75.8991526930142
2014-15,A,North East,00EE,E06000003,Redcar and Cleveland,25-64,,Eligible_Population_LA,Number,33754
2014-15,A,North East,00CL,E08000023,South Tyneside,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00CL,E08000023,South Tyneside,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00CL,E08000023,South Tyneside,25-64,,Coverage_LA,%,74.8453608247423
2014-15,A,North East,00CL,E08000023,South Tyneside,25-64,,Eligible_Population_LA,Number,37830
2014-15,A,North East,00EF,E06000004,Stockton-on-Tees,25-64,,Coverage_LA,%,75.1982252167125
2014-15,A,North East,00EF,E06000004,Stockton-on-Tees,25-64,,Eligible_Population_LA,Number,48682
2014-15,A,North East,00EF,E06000004,Stockton-on-Tees,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00EF,E06000004,Stockton-on-Tees,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00CM,E08000024,Sunderland,25-64,,Coverage_REGION,%,75.7095303907128
2014-15,A,North East,00CM,E08000024,Sunderland,25-64,,Coverage_LA,%,76.3392114456829
2014-15,A,North East,00CM,E08000024,Sunderland,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,A,North East,00CM,E08000024,Sunderland,25-64,,Eligible_Population_LA,Number,72132
2014-15,B,North West,00EX,E06000008,Blackburn with Darwen,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00EX,E06000008,Blackburn with Darwen,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00EX,E06000008,Blackburn with Darwen,25-64,,Coverage_LA,%,66.9926067254949
2014-15,B,North West,00EX,E06000008,Blackburn with Darwen,25-64,,Eligible_Population_LA,Number,37737
2014-15,B,North West,00EY,E06000009,Blackpool,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00EY,E06000009,Blackpool,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00EY,E06000009,Blackpool,25-64,,Eligible_Population_LA,Number,36363
2014-15,B,North West,00EY,E06000009,Blackpool,25-64,,Coverage_LA,%,69.4717157550257
2014-15,B,North West,00BL,E08000001,Bolton,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BL,E08000001,Bolton,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BL,E08000001,Bolton,25-64,,Coverage_LA,%,72.8485229072244
2014-15,B,North West,00BL,E08000001,Bolton,25-64,,Eligible_Population_LA,Number,73252
2014-15,B,North West,00BM,E08000002,Bury,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BM,E08000002,Bury,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BM,E08000002,Bury,25-64,,Coverage_LA,%,74.3258824719328
2014-15,B,North West,00BM,E08000002,Bury,25-64,,Eligible_Population_LA,Number,49435
2014-15,B,North West,00EQ,E06000049,Cheshire East,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00EQ,E06000049,Cheshire East,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00EQ,E06000049,Cheshire East,25-64,,Coverage_LA,%,75.9535881845532
2014-15,B,North West,00EQ,E06000049,Cheshire East,25-64,,Eligible_Population_LA,Number,95062
2014-15,B,North West,00EW,E06000050,Cheshire West and Chester,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00EW,E06000050,Cheshire West and Chester,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00EW,E06000050,Cheshire West and Chester,25-64,,Coverage_LA,%,76.2321773311935
2014-15,B,North West,00EW,E06000050,Cheshire West and Chester,25-64,,Eligible_Population_LA,Number,85986
2014-15,B,North West,16,E10000006,Cumbria,25-64,,Coverage_LA,%,76.8850554018887
2014-15,B,North West,16,E10000006,Cumbria,25-64,,Eligible_Population_LA,Number,122198
2014-15,B,North West,16,E10000006,Cumbria,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,16,E10000006,Cumbria,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00ET,E06000006,Halton,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00ET,E06000006,Halton,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00ET,E06000006,Halton,25-64,,Coverage_LA,%,72.1000850236852
2014-15,B,North West,00ET,E06000006,Halton,25-64,,Eligible_Population_LA,Number,32932
2014-15,B,North West,00BX,E08000011,Knowsley,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BX,E08000011,Knowsley,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BX,E08000011,Knowsley,25-64,,Coverage_LA,%,72.9787971861686
2014-15,B,North West,00BX,E08000011,Knowsley,25-64,,Eligible_Population_LA,Number,40372
2014-15,B,North West,30,E10000017,Lancashire,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,30,E10000017,Lancashire,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,30,E10000017,Lancashire,25-64,,Coverage_LA,%,73.3216652506372
2014-15,B,North West,30,E10000017,Lancashire,25-64,,Eligible_Population_LA,Number,294250
2014-15,B,North West,00BY,E08000012,Liverpool,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BY,E08000012,Liverpool,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BY,E08000012,Liverpool,25-64,,Coverage_LA,%,67.6450301461459
2014-15,B,North West,00BY,E08000012,Liverpool,25-64,,Eligible_Population_LA,Number,123233
2014-15,B,North West,00BN,E08000003,Manchester,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BN,E08000003,Manchester,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BN,E08000003,Manchester,25-64,,Coverage_LA,%,65.757256012951
2014-15,B,North West,00BN,E08000003,Manchester,25-64,,Eligible_Population_LA,Number,138368
2014-15,B,North West,00BP,E08000004,Oldham,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BP,E08000004,Oldham,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BP,E08000004,Oldham,25-64,,Coverage_LA,%,72.4473229404885
2014-15,B,North West,00BP,E08000004,Oldham,25-64,,Eligible_Population_LA,Number,57283
2014-15,B,North West,00BQ,E08000005,Rochdale,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BQ,E08000005,Rochdale,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BQ,E08000005,Rochdale,25-64,,Coverage_LA,%,73.4807528884228
2014-15,B,North West,00BQ,E08000005,Rochdale,25-64,,Eligible_Population_LA,Number,55307
2014-15,B,North West,00BR,E08000006,Salford,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BR,E08000006,Salford,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BR,E08000006,Salford,25-64,,Coverage_LA,%,69.1526444212061
2014-15,B,North West,00BR,E08000006,Salford,25-64,,Eligible_Population_LA,Number,63114
2014-15,B,North West,00CA,E08000014,Sefton,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00CA,E08000014,Sefton,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00CA,E08000014,Sefton,25-64,,Coverage_LA,%,72.1018907412451
2014-15,B,North West,00CA,E08000014,Sefton,25-64,,Eligible_Population_LA,Number,69761
2014-15,B,North West,00BZ,E08000013,St. Helens,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BZ,E08000013,St. Helens,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BZ,E08000013,St. Helens,25-64,,Coverage_LA,%,74.8078603598557
2014-15,B,North West,00BZ,E08000013,St. Helens,25-64,,Eligible_Population_LA,Number,44629
2014-15,B,North West,00BS,E08000007,Stockport,25-64,,Eligible_Population_LA,Number,74999
2014-15,B,North West,00BS,E08000007,Stockport,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BS,E08000007,Stockport,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BS,E08000007,Stockport,25-64,,Coverage_LA,%,75.9663462179496
2014-15,B,North West,00BT,E08000008,Tameside,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BT,E08000008,Tameside,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BT,E08000008,Tameside,25-64,,Coverage_LA,%,73.7709182346311
2014-15,B,North West,00BT,E08000008,Tameside,25-64,,Eligible_Population_LA,Number,57665
2014-15,B,North West,00BU,E08000009,Trafford,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BU,E08000009,Trafford,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BU,E08000009,Trafford,25-64,,Coverage_LA,%,75.1689354617569
2014-15,B,North West,00BU,E08000009,Trafford,25-64,,Eligible_Population_LA,Number,61266
2014-15,B,North West,00EU,E06000007,Warrington,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00EU,E06000007,Warrington,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00EU,E06000007,Warrington,25-64,,Coverage_LA,%,75.1719152564364
2014-15,B,North West,00EU,E06000007,Warrington,25-64,,Eligible_Population_LA,Number,53951
2014-15,B,North West,00BW,E08000010,Wigan,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00BW,E08000010,Wigan,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00BW,E08000010,Wigan,25-64,,Coverage_LA,%,75.5263496972039
2014-15,B,North West,00BW,E08000010,Wigan,25-64,,Eligible_Population_LA,Number,77610
2014-15,B,North West,00CB,E08000015,Wirral,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,B,North West,00CB,E08000015,Wirral,25-64,,Coverage_REGION,%,72.8148036214078
2014-15,B,North West,00CB,E08000015,Wirral,25-64,,Coverage_LA,%,73.5333357813437
2014-15,B,North West,00CB,E08000015,Wirral,25-64,,Eligible_Population_LA,Number,81699
2014-15,J,South East,00MA,E06000036,Bracknell Forest,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,J,South East,00MA,E06000036,Bracknell Forest,25-64,,Coverage_REGION,%,74.6783545854299
2014-15,J,South East,00MA,E06000036,Bracknell Forest,25-64,,Coverage_LA,%,77.4313546231203
2014-15,J,South East,00MA,E06000036,Bracknell Forest,25-64,,Eligible_Population_LA,Number,31721
2014-15,J,South East,00ML,E06000043,Brighton and Hove,25-64,,Eligible_Population_LA,Number,80278
2014-15,J,South East,00ML,E06000043,Brighton and Hove,25-64,,Coverage_LA,%,70.1686638929719
2014-15,J,South East,00ML,E06000043,Brighton and Hove,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,J,South East,00ML,E06000043,Brighton and Hove,25-64,,Coverage_REGION,%,74.6783545854299
2014-15,J,South East,11,E10000002,Buckinghamshire,25-64,,Eligible_Population_LA,Number,135596
2014-15,J,South East,11,E10000002,Buckinghamshire,25-64,,Coverage_REGION,%,74.6783545854299
2014-15,J,South East,11,E10000002,Buckinghamshire,25-64,,Coverage_LA,%,75.8665447358329
2014-15,J,South East,11,E10000002,Buckinghamshire,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,J,South East,21,E10000011,East Sussex,25-64,,Coverage_REGION,%,74.6783545854299
2014-15,J,South East,21,E10000011,East Sussex,25-64,,Coverage_ENGLAND,%,73.4517697302439
2014-15,J,South East,21,E10000011,East Sussex,25-64,,Eligible_Population_LA,Number,129316
2014-15,J,South East,21,E10000011,East Sussex,25-64,,Coverage_LA,%,75.6294658046955
2014-15,J,South East,24,E10000014,Hampshire,25-64,On 1st April 2015 the responsibility for Hampshire moved from the South East to the South West due to boundary changes within the Screening QA Service.,Eligible_Population_LA,Number,336988
2014-15,J,South East,24,E10000014,Hampshire,25-64,On 1st April 2015 the responsibility for Hampshire moved from the South East to the South West due to boundary changes within the Screening QA Service.,Coverage_REGION,%,74.6783545854299
2014-15,J,South East,24,E10000014,Hampshire,25-64,On 1st April 2015 the responsibility for Hampshire moved from the South East to the South West due to boundary changes within the Screening QA Service.,Coverage_ENGLAND,%,73.4517697302439
2014-15,J,South East,24,E10000014,Hampshire,25-64,On 1st April 2015 the responsibility for Hampshire moved from the South East to the South West due to boundary changes within the Screening QA Service.,Coverage_LA,%,76.2294206321887
