Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Clinic_Name,Unit,Indicator,Value
26b,2019-20,R10,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,%,Procedure_used_All_Ages,45.6140350877193000000
26b,2019-20,R10,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,%,Diagnostic_biopsy_All_Ages,33.7294850028297000000
26b,2019-20,R10,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,%,Excision_All_Ages,9.1680814940577300000
26b,2019-20,R10,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,%,Ablation_without_biopsy_All_Ages,0.4527447651386530000
26b,2019-20,R10,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,%,Other_All_Ages,2.2637238256932700000
26b,2019-20,R10,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R10,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,%,Biopsy_informed_within8wks_All_Ages,93.7614678899083000000
26b,2019-20,R10,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R10,South West,RHM,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,%,NonDiagBiop_CINorWorse_All_Ages,85.0000000000000000000
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,Number,All_referrals_All_Ages,2060
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,%,No_procedure_All_Ages,24.7572815533981000000
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,%,Procedure_used_All_Ages,75.2427184466019000000
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,%,Diagnostic_biopsy_All_Ages,62.2330097087379000000
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,%,Excision_All_Ages,12.8155339805825000000
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,%,Ablation_without_biopsy_All_Ages,0.0970873786407767000
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,%,Ablation_with_biopsy_All_Ages,0.0485436893203883000
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,%,Other_All_Ages,0.0485436893203883000
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,%,Biopsy_informed_within8wks_All_Ages,100.0000000000000000000
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R10,South West,RHU,Portsmouth Hospitals NHS Trust,Queen Alexandra Hospital,%,NonDiagBiop_CINorWorse_All_Ages,92.5000000000000000000
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,Number,All_referrals_All_Ages,1600
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,%,No_procedure_All_Ages,34.7500000000000000000
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,%,Procedure_used_All_Ages,65.2500000000000000000
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,%,Diagnostic_biopsy_All_Ages,52.5000000000000000000
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,%,Excision_All_Ages,7.9375000000000000000
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,%,Other_All_Ages,4.8125000000000000000
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,%,Biopsy_informed_within8wks_All_Ages,99.8003992015968000000
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R10,South West,RK9,University Hospitals Plymouth NHS Trust,Derriford Hospital,%,NonDiagBiop_CINorWorse_All_Ages,70.0000000000000000000
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,Number,All_referrals_All_Ages,737
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,%,No_procedure_All_Ages,31.4789687924016000000
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,%,Procedure_used_All_Ages,68.5210312075984000000
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,%,Diagnostic_biopsy_All_Ages,61.3297150610583000000
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,%,Excision_All_Ages,7.1913161465400300000
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,%,Other_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,%,Biopsy_informed_within8wks_All_Ages,99.2592592592593000000
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R10,South West,RN3,Great Western Hospitals NHS Foundation Trust,Great Western Hospital,%,NonDiagBiop_CINorWorse_All_Ages,87.5000000000000000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,Number,All_referrals_All_Ages,713
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,%,No_procedure_All_Ages,41.2342215988780000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,%,Procedure_used_All_Ages,58.7657784011220000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,%,Diagnostic_biopsy_All_Ages,45.3015427769986000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,%,Excision_All_Ages,11.9214586255259000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,%,Ablation_with_biopsy_All_Ages,0.1402524544179520000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,%,Other_All_Ages,1.4025245441795200000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,%,Biopsy_informed_within8wks_All_Ages,99.5121951219512000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Basingstoke and North Hampshire Hospital,%,NonDiagBiop_CINorWorse_All_Ages,92.5000000000000000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Number,All_referrals_All_Ages,838
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,%,No_procedure_All_Ages,48.9260143198091000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,%,Procedure_used_All_Ages,51.0739856801909000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,%,Diagnostic_biopsy_All_Ages,38.1861575178998000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,%,Excision_All_Ages,12.2911694510740000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,%,Other_All_Ages,0.5966587112171840000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,%,Biopsy_informed_within8wks_All_Ages,100.0000000000000000000
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R10,South West,RN5,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,%,NonDiagBiop_CINorWorse_All_Ages,87.5000000000000000000
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,Number,All_referrals_All_Ages,474
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,%,No_procedure_All_Ages,42.8270042194093000000
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,%,Procedure_used_All_Ages,57.1729957805907000000
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,%,Diagnostic_biopsy_All_Ages,34.8101265822785000000
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,%,Excision_All_Ages,21.3080168776371000000
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,%,Other_All_Ages,1.0548523206751100000
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,%,Biopsy_informed_within8wks_All_Ages,100.0000000000000000000
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R10,South West,RNZ,Salisbury NHS Foundation Trust,Salisbury District Hospital,%,NonDiagBiop_CINorWorse_All_Ages,85.0000000000000000000
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Number,All_referrals_All_Ages,1546
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,%,No_procedure_All_Ages,23.2858990944373000000
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,%,Procedure_used_All_Ages,76.7141009055627000000
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,%,Diagnostic_biopsy_All_Ages,59.0556274256145000000
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,%,Excision_All_Ages,17.6584734799483000000
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,%,Other_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,%,Biopsy_informed_within8wks_All_Ages,100.0000000000000000000
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R10,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,%,NonDiagBiop_CINorWorse_All_Ages,95.0000000000000000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,Number,All_referrals_All_Ages,431
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,%,No_procedure_All_Ages,42.2273781902552000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,%,Procedure_used_All_Ages,57.7726218097448000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,%,Diagnostic_biopsy_All_Ages,43.1554524361949000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,%,Excision_All_Ages,14.6171693735499000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,%,Other_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,%,Biopsy_informed_within8wks_All_Ages,98.3333333333333000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Horton General Hospital,%,NonDiagBiop_CINorWorse_All_Ages,97.5000000000000000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,Number,All_referrals_All_Ages,1511
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,%,No_procedure_All_Ages,40.3706154864328000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,%,Procedure_used_All_Ages,59.6293845135672000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,%,Diagnostic_biopsy_All_Ages,45.5327597617472000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,%,Excision_All_Ages,13.5009927200529000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,%,Other_All_Ages,0.5956320317670420000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,%,Biopsy_informed_within8wks_All_Ages,95.7547169811321000000
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R10,South West,RTH,Oxford University Hospitals NHS Foundation Trust,Oxford Radcliffe Hospital,%,NonDiagBiop_CINorWorse_All_Ages,87.5000000000000000000
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,Number,All_referrals_All_Ages,2022
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,%,No_procedure_All_Ages,24.9258160237389000000
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,%,Procedure_used_All_Ages,75.0741839762611000000
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,%,Diagnostic_biopsy_All_Ages,64.8862512363996000000
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,%,Excision_All_Ages,9.3471810089020800000
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,%,Other_All_Ages,0.8407517309594460000
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,%,Biopsy_informed_within8wks_All_Ages,99.6341463414634000000
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R10,South West,RVJ,North Bristol NHS Trust,Southmead Hospital,%,NonDiagBiop_CINorWorse_All_Ages,85.0000000000000000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,Number,All_referrals_All_Ages,829
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,%,No_procedure_All_Ages,47.4065138721351000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,%,Procedure_used_All_Ages,52.5934861278649000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,%,Diagnostic_biopsy_All_Ages,46.6827503015682000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,%,Excision_All_Ages,5.1869722557298000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,%,Ablation_without_biopsy_All_Ages,0.6031363088057900000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,%,Ablation_with_biopsy_All_Ages,0.1206272617611580000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,%,Other_All_Ages,0.0000000000000000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,%,Biopsy_informed_within8wks_All_Ages,99.2481203007519000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Saint Mary's Hospital,%,NonDiagBiop_CINorWorse_All_Ages,97.5000000000000000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,Number,All_referrals_All_Ages,445
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,%,No_procedure_All_Ages,33.2584269662921000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,%,Procedure_used_All_Ages,66.7415730337079000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,%,Diagnostic_biopsy_All_Ages,54.3820224719101000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,%,Excision_All_Ages,6.0674157303370800000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,%,Ablation_without_biopsy_All_Ages,2.2471910112359600000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,%,Ablation_with_biopsy_All_Ages,2.4719101123595500000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,%,Other_All_Ages,1.5730337078651700000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,%,Biopsy_informed_within8wks_All_Ages,100.0000000000000000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Trafford General Hospital,%,NonDiagBiop_CINorWorse_All_Ages,90.0000000000000000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Number,All_referrals_All_Ages,1009
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,%,No_procedure_All_Ages,33.8949454905847000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,%,Procedure_used_All_Ages,66.1050545094153000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,%,Diagnostic_biopsy_All_Ages,54.2120911793855000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,%,Excision_All_Ages,10.0099108027750000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,%,Ablation_without_biopsy_All_Ages,0.1982160555004960000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,%,Ablation_with_biopsy_All_Ages,0.7928642220019820000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,%,Other_All_Ages,0.8919722497522300000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,%,Biopsy_informed_within8wks_All_Ages,97.2677595628415000000
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R2,North West,R0A,Manchester University NHS Foundation Trust,Wythenshawe Hospital,%,NonDiagBiop_CINorWorse_All_Ages,82.5000000000000000000
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,Number,All_referrals_All_Ages,733
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,%,No_procedure_All_Ages,48.8403819918145000000
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,%,Procedure_used_All_Ages,51.1596180081855000000
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,%,Diagnostic_biopsy_All_Ages,21.0095497953615000000
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,%,Excision_All_Ages,30.0136425648022000000
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,%,Ablation_without_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,%,Ablation_with_biopsy_All_Ages,0.0000000000000000000
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,%,Other_All_Ages,0.1364256480218280000
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,%,Total_Biopsies_Informed_All_Ages,-3.0000000000000000000
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,%,Biopsy_informed_within8wks_All_Ages,100.0000000000000000000
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,Number,NonDiagBiop_Number_Cases_All_Ages,-3
26b,2019-20,R2,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,Arrowe Park Hospital,%,NonDiagBiop_CINorWorse_All_Ages,92.5000000000000000000
26b,2019-20,R2,North West,RBN,St Helens and Knowsley Hospital Teaching Hospitals NHS Trust,Whiston Hospital,Number,All_referrals_All_Ages,1317
26b,2019-20,R2,North West,RBN,St Helens and Knowsley Hospital Teaching Hospitals NHS Trust,Whiston Hospital,%,No_procedure_All_Ages,66.0592255125285000000
26b,2019-20,R2,North West,RBN,St Helens and Knowsley Hospital Teaching Hospitals NHS Trust,Whiston Hospital,%,Procedure_used_All_Ages,33.9407744874715000000
26b,2019-20,R2,North West,RBN,St Helens and Knowsley Hospital Teaching Hospitals NHS Trust,Whiston Hospital,%,Diagnostic_biopsy_All_Ages,17.0842824601367000000
