Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_ONS_Code,Org_Name,Unit,Indicator,Value
12,2019-20,D,Yorkshire and the Humber,00CG,E08000019,Sheffield,Number,Eligible_Population_25to64,143759
12,2019-20,D,Yorkshire and the Humber,00CG,E08000019,Sheffield,Number,Number_Screened_25to64,31775
12,2019-20,D,Yorkshire and the Humber,00CG,E08000019,Sheffield,%,Borderline_changes_25to64,1.538945712
12,2019-20,D,Yorkshire and the Humber,00CG,E08000019,Sheffield,%,Low_Grade_dyskaryosis_25to64,1.598741149
12,2019-20,D,Yorkshire and the Humber,00CG,E08000019,Sheffield,%,Moderate_dyskaryosis_25to64,0.324154209
12,2019-20,D,Yorkshire and the Humber,00CG,E08000019,Sheffield,%,Negative_25to64,95.95279308
12,2019-20,D,Yorkshire and the Humber,00CG,E08000019,Sheffield,%,Severe_dyskaryosis_or_worse_25to64,0.585365854
12,2019-20,D,Yorkshire and the Humber,00CX,E08000032,Bradford,Number,Eligible_Population_25to64,143384
12,2019-20,D,Yorkshire and the Humber,00CX,E08000032,Bradford,Number,Number_Screened_25to64,27869
12,2019-20,D,Yorkshire and the Humber,00CX,E08000032,Bradford,%,Borderline_changes_25to64,1.349169328
12,2019-20,D,Yorkshire and the Humber,00CX,E08000032,Bradford,%,Low_Grade_dyskaryosis_25to64,1.212817109
12,2019-20,D,Yorkshire and the Humber,00CX,E08000032,Bradford,%,Moderate_dyskaryosis_25to64,0.459291686
12,2019-20,D,Yorkshire and the Humber,00CX,E08000032,Bradford,%,Negative_25to64,96.33284294
12,2019-20,D,Yorkshire and the Humber,00CX,E08000032,Bradford,%,Severe_dyskaryosis_or_worse_25to64,0.645878934
12,2019-20,D,Yorkshire and the Humber,00CY,E08000033,Calderdale,Number,Eligible_Population_25to64,56002
12,2019-20,D,Yorkshire and the Humber,00CY,E08000033,Calderdale,Number,Number_Screened_25to64,11452
12,2019-20,D,Yorkshire and the Humber,00CY,E08000033,Calderdale,%,Borderline_changes_25to64,1.379671673
12,2019-20,D,Yorkshire and the Humber,00CY,E08000033,Calderdale,%,Low_Grade_dyskaryosis_25to64,1.239958086
12,2019-20,D,Yorkshire and the Humber,00CY,E08000033,Calderdale,%,Moderate_dyskaryosis_25to64,0.567586448
12,2019-20,D,Yorkshire and the Humber,00CY,E08000033,Calderdale,%,Negative_25to64,96.24519735
12,2019-20,D,Yorkshire and the Humber,00CY,E08000033,Calderdale,%,Severe_dyskaryosis_or_worse_25to64,0.567586448
12,2019-20,D,Yorkshire and the Humber,00CZ,E08000034,Kirklees,Number,Eligible_Population_25to64,113117
12,2019-20,D,Yorkshire and the Humber,00CZ,E08000034,Kirklees,Number,Number_Screened_25to64,23339
12,2019-20,D,Yorkshire and the Humber,00CZ,E08000034,Kirklees,%,Borderline_changes_25to64,1.491066455
12,2019-20,D,Yorkshire and the Humber,00CZ,E08000034,Kirklees,%,Low_Grade_dyskaryosis_25to64,1.328248854
12,2019-20,D,Yorkshire and the Humber,00CZ,E08000034,Kirklees,%,Moderate_dyskaryosis_25to64,0.509876173
12,2019-20,D,Yorkshire and the Humber,00CZ,E08000034,Kirklees,%,Negative_25to64,96.00668409
12,2019-20,D,Yorkshire and the Humber,00CZ,E08000034,Kirklees,%,Severe_dyskaryosis_or_worse_25to64,0.664124427
12,2019-20,D,Yorkshire and the Humber,00DA,E08000035,Leeds,Number,Eligible_Population_25to64,220398
12,2019-20,D,Yorkshire and the Humber,00DA,E08000035,Leeds,Number,Number_Screened_25to64,45948
12,2019-20,D,Yorkshire and the Humber,00DA,E08000035,Leeds,%,Borderline_changes_25to64,1.625750849
12,2019-20,D,Yorkshire and the Humber,00DA,E08000035,Leeds,%,Low_Grade_dyskaryosis_25to64,1.425524506
12,2019-20,D,Yorkshire and the Humber,00DA,E08000035,Leeds,%,Moderate_dyskaryosis_25to64,0.531035083
12,2019-20,D,Yorkshire and the Humber,00DA,E08000035,Leeds,%,Negative_25to64,95.86706712
12,2019-20,D,Yorkshire and the Humber,00DA,E08000035,Leeds,%,Severe_dyskaryosis_or_worse_25to64,0.550622443
12,2019-20,D,Yorkshire and the Humber,00DB,E08000036,Wakefield,Number,Eligible_Population_25to64,93082
12,2019-20,D,Yorkshire and the Humber,00DB,E08000036,Wakefield,Number,Number_Screened_25to64,19483
12,2019-20,D,Yorkshire and the Humber,00DB,E08000036,Wakefield,%,Borderline_changes_25to64,1.56546733
12,2019-20,D,Yorkshire and the Humber,00DB,E08000036,Wakefield,%,Low_Grade_dyskaryosis_25to64,1.3447621
12,2019-20,D,Yorkshire and the Humber,00DB,E08000036,Wakefield,%,Moderate_dyskaryosis_25to64,0.600523533
12,2019-20,D,Yorkshire and the Humber,00DB,E08000036,Wakefield,%,Negative_25to64,95.66288559
12,2019-20,D,Yorkshire and the Humber,00DB,E08000036,Wakefield,%,Severe_dyskaryosis_or_worse_25to64,0.826361443
12,2019-20,D,Yorkshire and the Humber,00FA,E06000010,Kingston upon Hull,Number,Eligible_Population_25to64,70676
12,2019-20,D,Yorkshire and the Humber,00FA,E06000010,Kingston upon Hull,Number,Number_Screened_25to64,14604
12,2019-20,D,Yorkshire and the Humber,00FA,E06000010,Kingston upon Hull,%,Borderline_changes_25to64,1.006573541
12,2019-20,D,Yorkshire and the Humber,00FA,E06000010,Kingston upon Hull,%,Low_Grade_dyskaryosis_25to64,1.663927691
12,2019-20,D,Yorkshire and the Humber,00FA,E06000010,Kingston upon Hull,%,Moderate_dyskaryosis_25to64,0.72582854
12,2019-20,D,Yorkshire and the Humber,00FA,E06000010,Kingston upon Hull,%,Negative_25to64,95.60394412
12,2019-20,D,Yorkshire and the Humber,00FA,E06000010,Kingston upon Hull,%,Severe_dyskaryosis_or_worse_25to64,0.999726102
12,2019-20,D,Yorkshire and the Humber,00FB,E06000011,East Riding of Yorkshire,Number,Eligible_Population_25to64,83619
12,2019-20,D,Yorkshire and the Humber,00FB,E06000011,East Riding of Yorkshire,Number,Number_Screened_25to64,18094
12,2019-20,D,Yorkshire and the Humber,00FB,E06000011,East Riding of Yorkshire,%,Borderline_changes_25to64,0.790317232
12,2019-20,D,Yorkshire and the Humber,00FB,E06000011,East Riding of Yorkshire,%,Low_Grade_dyskaryosis_25to64,1.254559522
12,2019-20,D,Yorkshire and the Humber,00FB,E06000011,East Riding of Yorkshire,%,Moderate_dyskaryosis_25to64,0.375815187
12,2019-20,D,Yorkshire and the Humber,00FB,E06000011,East Riding of Yorkshire,%,Negative_25to64,96.94926495
12,2019-20,D,Yorkshire and the Humber,00FB,E06000011,East Riding of Yorkshire,%,Severe_dyskaryosis_or_worse_25to64,0.630043108
12,2019-20,D,Yorkshire and the Humber,00FC,E06000012,North East Lincolnshire,Number,Eligible_Population_25to64,39593
12,2019-20,D,Yorkshire and the Humber,00FC,E06000012,North East Lincolnshire,Number,Number_Screened_25to64,8123
12,2019-20,D,Yorkshire and the Humber,00FC,E06000012,North East Lincolnshire,%,Borderline_changes_25to64,1.218761541
12,2019-20,D,Yorkshire and the Humber,00FC,E06000012,North East Lincolnshire,%,Low_Grade_dyskaryosis_25to64,1.674258279
12,2019-20,D,Yorkshire and the Humber,00FC,E06000012,North East Lincolnshire,%,Moderate_dyskaryosis_25to64,0.553982519
12,2019-20,D,Yorkshire and the Humber,00FC,E06000012,North East Lincolnshire,%,Negative_25to64,95.53120768
12,2019-20,D,Yorkshire and the Humber,00FC,E06000012,North East Lincolnshire,%,Severe_dyskaryosis_or_worse_25to64,1.021789979
12,2019-20,D,Yorkshire and the Humber,00FD,E06000013,North Lincolnshire,Number,Eligible_Population_25to64,42838
12,2019-20,D,Yorkshire and the Humber,00FD,E06000013,North Lincolnshire,Number,Number_Screened_25to64,8642
12,2019-20,D,Yorkshire and the Humber,00FD,E06000013,North Lincolnshire,%,Borderline_changes_25to64,0.983568618
12,2019-20,D,Yorkshire and the Humber,00FD,E06000013,North Lincolnshire,%,Low_Grade_dyskaryosis_25to64,1.990280028
12,2019-20,D,Yorkshire and the Humber,00FD,E06000013,North Lincolnshire,%,Moderate_dyskaryosis_25to64,0.416570238
12,2019-20,D,Yorkshire and the Humber,00FD,E06000013,North Lincolnshire,%,Negative_25to64,95.91529738
12,2019-20,D,Yorkshire and the Humber,00FD,E06000013,North Lincolnshire,%,Severe_dyskaryosis_or_worse_25to64,0.694283731
12,2019-20,D,Yorkshire and the Humber,00FF,E06000014,York,Number,Eligible_Population_25to64,54214
12,2019-20,D,Yorkshire and the Humber,00FF,E06000014,York,Number,Number_Screened_25to64,10858
12,2019-20,D,Yorkshire and the Humber,00FF,E06000014,York,%,Borderline_changes_25to64,0.874930927
12,2019-20,D,Yorkshire and the Humber,00FF,E06000014,York,%,Low_Grade_dyskaryosis_25to64,1.42751888
12,2019-20,D,Yorkshire and the Humber,00FF,E06000014,York,%,Moderate_dyskaryosis_25to64,0.423650764
12,2019-20,D,Yorkshire and the Humber,00FF,E06000014,York,%,Negative_25to64,96.61079388
12,2019-20,D,Yorkshire and the Humber,00FF,E06000014,York,%,Severe_dyskaryosis_or_worse_25to64,0.663105544
12,2019-20,D,Yorkshire and the Humber,36,E10000023,North Yorkshire,Number,Eligible_Population_25to64,153415
12,2019-20,D,Yorkshire and the Humber,36,E10000023,North Yorkshire,Number,Number_Screened_25to64,32611
12,2019-20,D,Yorkshire and the Humber,36,E10000023,North Yorkshire,%,Borderline_changes_25to64,0.996596241
12,2019-20,D,Yorkshire and the Humber,36,E10000023,North Yorkshire,%,Low_Grade_dyskaryosis_25to64,1.355370887
12,2019-20,D,Yorkshire and the Humber,36,E10000023,North Yorkshire,%,Moderate_dyskaryosis_25to64,0.398638496
12,2019-20,D,Yorkshire and the Humber,36,E10000023,North Yorkshire,%,Negative_25to64,96.58090828
12,2019-20,D,Yorkshire and the Humber,36,E10000023,North Yorkshire,%,Severe_dyskaryosis_or_worse_25to64,0.668486094
12,2019-20,D,Yorkshire and the Humber,D,D,Yorkshire and The Humber,Number,Eligible_Population_25to64,1426652
12,2019-20,D,Yorkshire and the Humber,D,D,Yorkshire and The Humber,Number,Number_Screened_25to64,297984
12,2019-20,D,Yorkshire and the Humber,D,D,Yorkshire and The Humber,%,Borderline_changes_25to64,1.337655713
12,2019-20,D,Yorkshire and the Humber,D,D,Yorkshire and The Humber,%,Low_Grade_dyskaryosis_25to64,1.429606959
12,2019-20,D,Yorkshire and the Humber,D,D,Yorkshire and The Humber,%,Moderate_dyskaryosis_25to64,0.459756229
12,2019-20,D,Yorkshire and the Humber,D,D,Yorkshire and The Humber,%,Negative_25to64,96.07697058
12,2019-20,D,Yorkshire and the Humber,D,D,Yorkshire and The Humber,%,Severe_dyskaryosis_or_worse_25to64,0.696010524
12,2019-20,E,East Midlands,00FK,E06000015,Derby,Number,Eligible_Population_25to64,68680
12,2019-20,E,East Midlands,00FK,E06000015,Derby,Number,Number_Screened_25to64,14704
12,2019-20,E,East Midlands,00FK,E06000015,Derby,%,Borderline_changes_25to64,1.305767138
12,2019-20,E,East Midlands,00FK,E06000015,Derby,%,Low_Grade_dyskaryosis_25to64,1.877040261
12,2019-20,E,East Midlands,00FK,E06000015,Derby,%,Moderate_dyskaryosis_25to64,0.482861806
12,2019-20,E,East Midlands,00FK,E06000015,Derby,%,Negative_25to64,95.79026115
12,2019-20,E,East Midlands,00FK,E06000015,Derby,%,Severe_dyskaryosis_or_worse_25to64,0.544069641
12,2019-20,E,East Midlands,00FN,E06000016,Leicester,Number,Eligible_Population_25to64,102073
12,2019-20,E,East Midlands,00FN,E06000016,Leicester,Number,Number_Screened_25to64,19556
12,2019-20,E,East Midlands,00FN,E06000016,Leicester,%,Borderline_changes_25to64,0.797709143
12,2019-20,E,East Midlands,00FN,E06000016,Leicester,%,Low_Grade_dyskaryosis_25to64,1.38576396
12,2019-20,E,East Midlands,00FN,E06000016,Leicester,%,Moderate_dyskaryosis_25to64,0.184086725
12,2019-20,E,East Midlands,00FN,E06000016,Leicester,%,Negative_25to64,97.19779096
12,2019-20,E,East Midlands,00FN,E06000016,Leicester,%,Severe_dyskaryosis_or_worse_25to64,0.434649213
12,2019-20,E,East Midlands,00FP,E06000017,Rutland,Number,Eligible_Population_25to64,8997
12,2019-20,E,East Midlands,00FP,E06000017,Rutland,Number,Number_Screened_25to64,2064
12,2019-20,E,East Midlands,00FP,E06000017,Rutland,%,Borderline_changes_25to64,0.629844961
12,2019-20,E,East Midlands,00FP,E06000017,Rutland,%,Low_Grade_dyskaryosis_25to64,1.986434109
12,2019-20,E,East Midlands,00FP,E06000017,Rutland,%,Moderate_dyskaryosis_25to64,0.436046512
12,2019-20,E,East Midlands,00FP,E06000017,Rutland,%,Negative_25to64,96.51162791
12,2019-20,E,East Midlands,00FP,E06000017,Rutland,%,Severe_dyskaryosis_or_worse_25to64,0.436046512
12,2019-20,E,East Midlands,00FY,E06000018,Nottingham,Number,Eligible_Population_25to64,84949
12,2019-20,E,East Midlands,00FY,E06000018,Nottingham,Number,Number_Screened_25to64,17677
12,2019-20,E,East Midlands,00FY,E06000018,Nottingham,%,Borderline_changes_25to64,1.397295921
12,2019-20,E,East Midlands,00FY,E06000018,Nottingham,%,Low_Grade_dyskaryosis_25to64,2.172314307
12,2019-20,E,East Midlands,00FY,E06000018,Nottingham,%,Moderate_dyskaryosis_25to64,0.554392714
12,2019-20,E,East Midlands,00FY,E06000018,Nottingham,%,Negative_25to64,95.0783504
12,2019-20,E,East Midlands,00FY,E06000018,Nottingham,%,Severe_dyskaryosis_or_worse_25to64,0.79764666
12,2019-20,E,East Midlands,17,E10000007,Derbyshire,Number,Eligible_Population_25to64,201940
12,2019-20,E,East Midlands,17,E10000007,Derbyshire,Number,Number_Screened_25to64,45086
12,2019-20,E,East Midlands,17,E10000007,Derbyshire,%,Borderline_changes_25to64,1.281994411
12,2019-20,E,East Midlands,17,E10000007,Derbyshire,%,Low_Grade_dyskaryosis_25to64,1.954043384
12,2019-20,E,East Midlands,17,E10000007,Derbyshire,%,Moderate_dyskaryosis_25to64,0.543405935
12,2019-20,E,East Midlands,17,E10000007,Derbyshire,%,Negative_25to64,95.61726478
12,2019-20,E,East Midlands,17,E10000007,Derbyshire,%,Severe_dyskaryosis_or_worse_25to64,0.603291487
12,2019-20,E,East Midlands,31,E10000018,Leicestershire,Number,Eligible_Population_25to64,177317
12,2019-20,E,East Midlands,31,E10000018,Leicestershire,Number,Number_Screened_25to64,38019
12,2019-20,E,East Midlands,31,E10000018,Leicestershire,%,Borderline_changes_25to64,0.978458139
12,2019-20,E,East Midlands,31,E10000018,Leicestershire,%,Low_Grade_dyskaryosis_25to64,1.367737184
12,2019-20,E,East Midlands,31,E10000018,Leicestershire,%,Moderate_dyskaryosis_25to64,0.284068492
12,2019-20,E,East Midlands,31,E10000018,Leicestershire,%,Negative_25to64,96.84631369
12,2019-20,E,East Midlands,31,E10000018,Leicestershire,%,Severe_dyskaryosis_or_worse_25to64,0.523422499
12,2019-20,E,East Midlands,32,E10000019,Lincolnshire,Number,Eligible_Population_25to64,188836
12,2019-20,E,East Midlands,32,E10000019,Lincolnshire,Number,Number_Screened_25to64,39999
12,2019-20,E,East Midlands,32,E10000019,Lincolnshire,%,Borderline_changes_25to64,1.225030626
12,2019-20,E,East Midlands,32,E10000019,Lincolnshire,%,Low_Grade_dyskaryosis_25to64,1.812545314
12,2019-20,E,East Midlands,32,E10000019,Lincolnshire,%,Moderate_dyskaryosis_25to64,0.457511438
12,2019-20,E,East Midlands,32,E10000019,Lincolnshire,%,Negative_25to64,95.85239631
12,2019-20,E,East Midlands,32,E10000019,Lincolnshire,%,Severe_dyskaryosis_or_worse_25to64,0.652516313
12,2019-20,E,East Midlands,34,E10000021,Northamptonshire,Number,Eligible_Population_25to64,209505
12,2019-20,E,East Midlands,34,E10000021,Northamptonshire,Number,Number_Screened_25to64,43506
12,2019-20,E,East Midlands,34,E10000021,Northamptonshire,%,Borderline_changes_25to64,0.963085551
12,2019-20,E,East Midlands,34,E10000021,Northamptonshire,%,Low_Grade_dyskaryosis_25to64,1.730795752
12,2019-20,E,East Midlands,34,E10000021,Northamptonshire,%,Moderate_dyskaryosis_25to64,0.291913759
12,2019-20,E,East Midlands,34,E10000021,Northamptonshire,%,Negative_25to64,96.49013929
12,2019-20,E,East Midlands,34,E10000021,Northamptonshire,%,Severe_dyskaryosis_or_worse_25to64,0.524065646
12,2019-20,E,East Midlands,37,E10000024,Nottinghamshire,Number,Eligible_Population_25to64,212737
12,2019-20,E,East Midlands,37,E10000024,Nottinghamshire,Number,Number_Screened_25to64,47425
12,2019-20,E,East Midlands,37,E10000024,Nottinghamshire,%,Borderline_changes_25to64,1.288350026
12,2019-20,E,East Midlands,37,E10000024,Nottinghamshire,%,Low_Grade_dyskaryosis_25to64,1.868212968
12,2019-20,E,East Midlands,37,E10000024,Nottinghamshire,%,Moderate_dyskaryosis_25to64,0.497627833
12,2019-20,E,East Midlands,37,E10000024,Nottinghamshire,%,Negative_25to64,95.61834475
12,2019-20,E,East Midlands,37,E10000024,Nottinghamshire,%,Severe_dyskaryosis_or_worse_25to64,0.727464418
12,2019-20,E,East Midlands,E,E,East Midlands,Number,Eligible_Population_25to64,1255034
12,2019-20,E,East Midlands,E,E,East Midlands,Number,Number_Screened_25to64,268036
12,2019-20,E,East Midlands,E,E,East Midlands,%,Borderline_changes_25to64,1.148353206
12,2019-20,E,East Midlands,E,E,East Midlands,%,Low_Grade_dyskaryosis_25to64,1.767299915
12,2019-20,E,East Midlands,E,E,East Midlands,%,Moderate_dyskaryosis_25to64,0.415242729
12,2019-20,E,East Midlands,E,E,East Midlands,%,Negative_25to64,96.06470773
12,2019-20,E,East Midlands,E,E,East Midlands,%,Severe_dyskaryosis_or_worse_25to64,0.604396424
12,2019-20,ENG,England,ENG,ENG,England,Number,Eligible_Population_25to64,15479863
12,2019-20,ENG,England,ENG,ENG,England,Number,Number_Screened_25to64,3176152
12,2019-20,ENG,England,ENG,ENG,England,%,Borderline_changes_25to64,1.634682471
12,2019-20,ENG,England,ENG,ENG,England,%,Low_Grade_dyskaryosis_25to64,2.218533622
12,2019-20,ENG,England,ENG,ENG,England,%,Moderate_dyskaryosis_25to64,0.485115322
12,2019-20,ENG,England,ENG,ENG,England,%,Negative_25to64,95.08946675
12,2019-20,ENG,England,ENG,ENG,England,%,Severe_dyskaryosis_or_worse_25to64,0.572201834
12,2019-20,F,West Midlands,00CN,E08000025,Birmingham,Number,Eligible_Population_25to64,316656
12,2019-20,F,West Midlands,00CN,E08000025,Birmingham,Number,Number_Screened_25to64,59870
12,2019-20,F,West Midlands,00CN,E08000025,Birmingham,%,Borderline_changes_25to64,1.693669618
12,2019-20,F,West Midlands,00CN,E08000025,Birmingham,%,Low_Grade_dyskaryosis_25to64,1.904125605
12,2019-20,F,West Midlands,00CN,E08000025,Birmingham,%,Moderate_dyskaryosis_25to64,0.330716553
12,2019-20,F,West Midlands,00CN,E08000025,Birmingham,%,Negative_25to64,95.56539168
12,2019-20,F,West Midlands,00CN,E08000025,Birmingham,%,Severe_dyskaryosis_or_worse_25to64,0.506096543
12,2019-20,F,West Midlands,00CQ,E08000026,Coventry,Number,Eligible_Population_25to64,93414
12,2019-20,F,West Midlands,00CQ,E08000026,Coventry,Number,Number_Screened_25to64,17829
12,2019-20,F,West Midlands,00CQ,E08000026,Coventry,%,Borderline_changes_25to64,1.396601043
12,2019-20,F,West Midlands,00CQ,E08000026,Coventry,%,Low_Grade_dyskaryosis_25to64,1.295641932
12,2019-20,F,West Midlands,00CQ,E08000026,Coventry,%,Moderate_dyskaryosis_25to64,0.437489483
12,2019-20,F,West Midlands,00CQ,E08000026,Coventry,%,Negative_25to64,96.39351618
12,2019-20,F,West Midlands,00CQ,E08000026,Coventry,%,Severe_dyskaryosis_or_worse_25to64,0.47675136
12,2019-20,F,West Midlands,00CR,E08000027,Dudley,Number,Eligible_Population_25to64,80805
12,2019-20,F,West Midlands,00CR,E08000027,Dudley,Number,Number_Screened_25to64,16430
12,2019-20,F,West Midlands,00CR,E08000027,Dudley,%,Borderline_changes_25to64,1.527693244
12,2019-20,F,West Midlands,00CR,E08000027,Dudley,%,Low_Grade_dyskaryosis_25to64,1.552038953
12,2019-20,F,West Midlands,00CR,E08000027,Dudley,%,Moderate_dyskaryosis_25to64,0.383444918
12,2019-20,F,West Midlands,00CR,E08000027,Dudley,%,Negative_25to64,96.06816799
12,2019-20,F,West Midlands,00CR,E08000027,Dudley,%,Severe_dyskaryosis_or_worse_25to64,0.4686549
12,2019-20,F,West Midlands,00CS,E08000028,Sandwell,Number,Eligible_Population_25to64,92141
12,2019-20,F,West Midlands,00CS,E08000028,Sandwell,Number,Number_Screened_25to64,17601
12,2019-20,F,West Midlands,00CS,E08000028,Sandwell,%,Borderline_changes_25to64,1.539685245
12,2019-20,F,West Midlands,00CS,E08000028,Sandwell,%,Low_Grade_dyskaryosis_25to64,1.835123004
12,2019-20,F,West Midlands,00CS,E08000028,Sandwell,%,Moderate_dyskaryosis_25to64,0.46588262
12,2019-20,F,West Midlands,00CS,E08000028,Sandwell,%,Negative_25to64,95.61388557
12,2019-20,F,West Midlands,00CS,E08000028,Sandwell,%,Severe_dyskaryosis_or_worse_25to64,0.545423555
12,2019-20,F,West Midlands,00CT,E08000029,Solihull,Number,Eligible_Population_25to64,56821
12,2019-20,F,West Midlands,00CT,E08000029,Solihull,Number,Number_Screened_25to64,11867
12,2019-20,F,West Midlands,00CT,E08000029,Solihull,%,Borderline_changes_25to64,1.845453779
12,2019-20,F,West Midlands,00CT,E08000029,Solihull,%,Low_Grade_dyskaryosis_25to64,1.921294346
12,2019-20,F,West Midlands,00CT,E08000029,Solihull,%,Moderate_dyskaryosis_25to64,0.353922643
12,2019-20,F,West Midlands,00CT,E08000029,Solihull,%,Negative_25to64,95.44956602
12,2019-20,F,West Midlands,00CT,E08000029,Solihull,%,Severe_dyskaryosis_or_worse_25to64,0.429763209
12,2019-20,F,West Midlands,00CU,E08000030,Walsall,Number,Eligible_Population_25to64,73239
12,2019-20,F,West Midlands,00CU,E08000030,Walsall,Number,Number_Screened_25to64,14283
12,2019-20,F,West Midlands,00CU,E08000030,Walsall,%,Borderline_changes_25to64,1.37226073
12,2019-20,F,West Midlands,00CU,E08000030,Walsall,%,Low_Grade_dyskaryosis_25to64,1.736329903
12,2019-20,F,West Midlands,00CU,E08000030,Walsall,%,Moderate_dyskaryosis_25to64,0.385073164
12,2019-20,F,West Midlands,00CU,E08000030,Walsall,%,Negative_25to64,95.96723377
12,2019-20,F,West Midlands,00CU,E08000030,Walsall,%,Severe_dyskaryosis_or_worse_25to64,0.539102429
12,2019-20,F,West Midlands,00CW,E08000031,Wolverhampton,Number,Eligible_Population_25to64,72996
12,2019-20,F,West Midlands,00CW,E08000031,Wolverhampton,Number,Number_Screened_25to64,14048
12,2019-20,F,West Midlands,00CW,E08000031,Wolverhampton,%,Borderline_changes_25to64,1.630125285
12,2019-20,F,West Midlands,00CW,E08000031,Wolverhampton,%,Low_Grade_dyskaryosis_25to64,1.786731207
12,2019-20,F,West Midlands,00CW,E08000031,Wolverhampton,%,Moderate_dyskaryosis_25to64,0.434225513
12,2019-20,F,West Midlands,00CW,E08000031,Wolverhampton,%,Negative_25to64,95.67198178
12,2019-20,F,West Midlands,00CW,E08000031,Wolverhampton,%,Severe_dyskaryosis_or_worse_25to64,0.476936219
12,2019-20,F,West Midlands,00GA,E06000019,Herefordshire,Number,Eligible_Population_25to64,46232
12,2019-20,F,West Midlands,00GA,E06000019,Herefordshire,Number,Number_Screened_25to64,9289
12,2019-20,F,West Midlands,00GA,E06000019,Herefordshire,%,Borderline_changes_25to64,1.916245021
12,2019-20,F,West Midlands,00GA,E06000019,Herefordshire,%,Low_Grade_dyskaryosis_25to64,1.668640327
12,2019-20,F,West Midlands,00GA,E06000019,Herefordshire,%,Moderate_dyskaryosis_25to64,0.462913123
12,2019-20,F,West Midlands,00GA,E06000019,Herefordshire,%,Negative_25to64,95.27397998
12,2019-20,F,West Midlands,00GA,E06000019,Herefordshire,%,Severe_dyskaryosis_or_worse_25to64,0.678221552
12,2019-20,F,West Midlands,00GF,E06000020,Telford and Wrekin,Number,Eligible_Population_25to64,47388
12,2019-20,F,West Midlands,00GF,E06000020,Telford and Wrekin,Number,Number_Screened_25to64,9925
12,2019-20,F,West Midlands,00GF,E06000020,Telford and Wrekin,%,Borderline_changes_25to64,2.478589421
12,2019-20,F,West Midlands,00GF,E06000020,Telford and Wrekin,%,Low_Grade_dyskaryosis_25to64,2.38790932
12,2019-20,F,West Midlands,00GF,E06000020,Telford and Wrekin,%,Moderate_dyskaryosis_25to64,0.37279597
12,2019-20,F,West Midlands,00GF,E06000020,Telford and Wrekin,%,Negative_25to64,93.93450882
12,2019-20,F,West Midlands,00GF,E06000020,Telford and Wrekin,%,Severe_dyskaryosis_or_worse_25to64,0.826196474
12,2019-20,F,West Midlands,00GG,E06000051,Shropshire,Number,Eligible_Population_25to64,76469
12,2019-20,F,West Midlands,00GG,E06000051,Shropshire,Number,Number_Screened_25to64,16113
12,2019-20,F,West Midlands,00GG,E06000051,Shropshire,%,Borderline_changes_25to64,1.899087693
12,2019-20,F,West Midlands,00GG,E06000051,Shropshire,%,Low_Grade_dyskaryosis_25to64,1.750139639
12,2019-20,F,West Midlands,00GG,E06000051,Shropshire,%,Moderate_dyskaryosis_25to64,0.397194812
12,2019-20,F,West Midlands,00GG,E06000051,Shropshire,%,Negative_25to64,95.37640415
12,2019-20,F,West Midlands,00GG,E06000051,Shropshire,%,Severe_dyskaryosis_or_worse_25to64,0.577173711
12,2019-20,F,West Midlands,00GL,E06000021,Stoke-on-Trent,Number,Eligible_Population_25to64,66913
12,2019-20,F,West Midlands,00GL,E06000021,Stoke-on-Trent,Number,Number_Screened_25to64,13640
12,2019-20,F,West Midlands,00GL,E06000021,Stoke-on-Trent,%,Borderline_changes_25to64,2.023460411
12,2019-20,F,West Midlands,00GL,E06000021,Stoke-on-Trent,%,Low_Grade_dyskaryosis_25to64,1.832844575
12,2019-20,F,West Midlands,00GL,E06000021,Stoke-on-Trent,%,Moderate_dyskaryosis_25to64,0.549853372
12,2019-20,F,West Midlands,00GL,E06000021,Stoke-on-Trent,%,Negative_25to64,94.8973607
12,2019-20,F,West Midlands,00GL,E06000021,Stoke-on-Trent,%,Severe_dyskaryosis_or_worse_25to64,0.696480938
12,2019-20,F,West Midlands,41,E10000028,Staffordshire,Number,Eligible_Population_25to64,218499
12,2019-20,F,West Midlands,41,E10000028,Staffordshire,Number,Number_Screened_25to64,44835
12,2019-20,F,West Midlands,41,E10000028,Staffordshire,%,Borderline_changes_25to64,1.746403479
12,2019-20,F,West Midlands,41,E10000028,Staffordshire,%,Low_Grade_dyskaryosis_25to64,1.679491469
12,2019-20,F,West Midlands,41,E10000028,Staffordshire,%,Moderate_dyskaryosis_25to64,0.381398461
12,2019-20,F,West Midlands,41,E10000028,Staffordshire,%,Negative_25to64,95.57711609
12,2019-20,F,West Midlands,41,E10000028,Staffordshire,%,Severe_dyskaryosis_or_worse_25to64,0.615590498
12,2019-20,F,West Midlands,44,E10000031,Warwickshire,Number,Eligible_Population_25to64,154250
12,2019-20,F,West Midlands,44,E10000031,Warwickshire,Number,Number_Screened_25to64,31976
12,2019-20,F,West Midlands,44,E10000031,Warwickshire,%,Borderline_changes_25to64,1.307230423
12,2019-20,F,West Midlands,44,E10000031,Warwickshire,%,Low_Grade_dyskaryosis_25to64,1.275956968
12,2019-20,F,West Midlands,44,E10000031,Warwickshire,%,Moderate_dyskaryosis_25to64,0.303352514
12,2019-20,F,West Midlands,44,E10000031,Warwickshire,%,Negative_25to64,96.62246685
