Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Clinic_Name,Unit,Indicator,Value
26a,2019-20,R2,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Leigh Infirmary,%,Attended_Colposcopy_All_Ages,71.5630885122411000000
26a,2019-20,R2,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Leigh Infirmary,%,DNA_Colposcopy_All_Ages,10.8851224105461000000
26a,2019-20,R2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,"Royal Lancaster Infirmary, Furness General and Westmorland General Hospitals",Number,Total_referrals_All_Ages,1308
26a,2019-20,R2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,"Royal Lancaster Infirmary, Furness General and Westmorland General Hospitals",%,Clinical_Indication_All_Ages,33.7920489296636000000
26a,2019-20,R2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,"Royal Lancaster Infirmary, Furness General and Westmorland General Hospitals",Number,Mod_sev_dys_number_cases_All_Ages,150
26a,2019-20,R2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,"Royal Lancaster Infirmary, Furness General and Westmorland General Hospitals",%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,"Royal Lancaster Infirmary, Furness General and Westmorland General Hospitals",Number,Sev_Inv_dys_number_cases_All_Ages,2
26a,2019-20,R2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,"Royal Lancaster Infirmary, Furness General and Westmorland General Hospitals",%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,"Royal Lancaster Infirmary, Furness General and Westmorland General Hospitals",Number,Gland_neo_number_cases_All_Ages,7
26a,2019-20,R2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,"Royal Lancaster Infirmary, Furness General and Westmorland General Hospitals",%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,"Royal Lancaster Infirmary, Furness General and Westmorland General Hospitals",Number,Appointments_Colposcopy_All_Ages,3054
26a,2019-20,R2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,"Royal Lancaster Infirmary, Furness General and Westmorland General Hospitals",%,Attended_Colposcopy_All_Ages,66.8631303208906000000
26a,2019-20,R2,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,"Royal Lancaster Infirmary, Furness General and Westmorland General Hospitals",%,DNA_Colposcopy_All_Ages,3.7000654878847400000
26a,2019-20,R2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",Number,Total_referrals_All_Ages,990
26a,2019-20,R2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",%,Clinical_Indication_All_Ages,45.7575757575758000000
26a,2019-20,R2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",Number,Mod_sev_dys_number_cases_All_Ages,131
26a,2019-20,R2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",%,Mod_sev_dys_<4wks_wait_All_Ages,99.2366412213740000000
26a,2019-20,R2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",Number,Sev_Inv_dys_number_cases_All_Ages,1
26a,2019-20,R2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",Number,Gland_neo_number_cases_All_Ages,3
26a,2019-20,R2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",Number,Appointments_Colposcopy_All_Ages,2424
26a,2019-20,R2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",%,Attended_Colposcopy_All_Ages,62.2112211221122000000
26a,2019-20,R2,North West,RVY,Southport and Ormskirk Hospital NHS Trust,"Southport, Formby and Ormskirk District General Hospitals",%,DNA_Colposcopy_All_Ages,6.5181518151815200000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Fairfield General Hospital,Number,Total_referrals_All_Ages,840
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Fairfield General Hospital,%,Clinical_Indication_All_Ages,30.3571428571429000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Fairfield General Hospital,Number,Mod_sev_dys_number_cases_All_Ages,184
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Fairfield General Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Fairfield General Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,3
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Fairfield General Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Fairfield General Hospital,Number,Gland_neo_number_cases_All_Ages,7
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Fairfield General Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Fairfield General Hospital,Number,Appointments_Colposcopy_All_Ages,2113
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Fairfield General Hospital,%,Attended_Colposcopy_All_Ages,67.5343114055845000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Fairfield General Hospital,%,DNA_Colposcopy_All_Ages,8.9446284902981500000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,North Manchester General Hospital,Number,Total_referrals_All_Ages,711
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,North Manchester General Hospital,%,Clinical_Indication_All_Ages,26.4416315049226000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,North Manchester General Hospital,Number,Mod_sev_dys_number_cases_All_Ages,164
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,North Manchester General Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,North Manchester General Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,2
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,North Manchester General Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,North Manchester General Hospital,Number,Gland_neo_number_cases_All_Ages,9
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,North Manchester General Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,North Manchester General Hospital,Number,Appointments_Colposcopy_All_Ages,1715
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,North Manchester General Hospital,%,Attended_Colposcopy_All_Ages,70.0291545189504000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,North Manchester General Hospital,%,DNA_Colposcopy_All_Ages,11.1953352769679000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Rochdale Infirmary,Number,Total_referrals_All_Ages,91
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Rochdale Infirmary,%,Clinical_Indication_All_Ages,20.8791208791209000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Rochdale Infirmary,Number,Mod_sev_dys_number_cases_All_Ages,17
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Rochdale Infirmary,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Rochdale Infirmary,Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Rochdale Infirmary,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Rochdale Infirmary,Number,Gland_neo_number_cases_All_Ages,0
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Rochdale Infirmary,%,Gland_neo_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Rochdale Infirmary,Number,Appointments_Colposcopy_All_Ages,293
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Rochdale Infirmary,%,Attended_Colposcopy_All_Ages,69.2832764505119000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Rochdale Infirmary,%,DNA_Colposcopy_All_Ages,8.5324232081911300000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Royal Oldham Hospital,Number,Total_referrals_All_Ages,1066
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Royal Oldham Hospital,%,Clinical_Indication_All_Ages,61.2570356472795000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Royal Oldham Hospital,Number,Mod_sev_dys_number_cases_All_Ages,147
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Royal Oldham Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Royal Oldham Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,1
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Royal Oldham Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Royal Oldham Hospital,Number,Gland_neo_number_cases_All_Ages,4
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Royal Oldham Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Royal Oldham Hospital,Number,Appointments_Colposcopy_All_Ages,2842
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Royal Oldham Hospital,%,Attended_Colposcopy_All_Ages,71.8508092892329000000
26a,2019-20,R2,North West,RW6,Pennine Acute Hospitals NHS Trust,Royal Oldham Hospital,%,DNA_Colposcopy_All_Ages,7.4947220267417300000
26a,2019-20,R2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,Number,Total_referrals_All_Ages,1748
26a,2019-20,R2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,%,Clinical_Indication_All_Ages,44.2791762013730000000
26a,2019-20,R2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,Number,Mod_sev_dys_number_cases_All_Ages,191
26a,2019-20,R2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,97.9057591623037000000
26a,2019-20,R2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,2
26a,2019-20,R2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,Number,Gland_neo_number_cases_All_Ages,6
26a,2019-20,R2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,Number,Appointments_Colposcopy_All_Ages,2579
26a,2019-20,R2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,%,Attended_Colposcopy_All_Ages,90.2675455602947000000
26a,2019-20,R2,North West,RWJ,Stockport NHS Foundation Trust,Stepping Hill Hospital,%,DNA_Colposcopy_All_Ages,5.3121364870104700000
26a,2019-20,R2,North West,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Number,Total_referrals_All_Ages,770
26a,2019-20,R2,North West,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,%,Clinical_Indication_All_Ages,25.0649350649351000000
26a,2019-20,R2,North West,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Number,Mod_sev_dys_number_cases_All_Ages,170
26a,2019-20,R2,North West,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,98.8235294117647000000
26a,2019-20,R2,North West,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,4
26a,2019-20,R2,North West,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Number,Gland_neo_number_cases_All_Ages,3
26a,2019-20,R2,North West,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,Number,Appointments_Colposcopy_All_Ages,2367
26a,2019-20,R2,North West,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,%,Attended_Colposcopy_All_Ages,83.6501901140685000000
26a,2019-20,R2,North West,RWW,Warrington and Halton Hospitals NHS Foundation Trust,Warrington Hospital,%,DNA_Colposcopy_All_Ages,6.2526404731727900000
26a,2019-20,R2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Number,Total_referrals_All_Ages,1688
26a,2019-20,R2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,%,Clinical_Indication_All_Ages,21.8601895734597000000
26a,2019-20,R2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Number,Mod_sev_dys_number_cases_All_Ages,212
26a,2019-20,R2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,99.5283018867924000000
26a,2019-20,R2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,3
26a,2019-20,R2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,66.6666666666667000000
26a,2019-20,R2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Number,Gland_neo_number_cases_All_Ages,4
26a,2019-20,R2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Number,Appointments_Colposcopy_All_Ages,2801
26a,2019-20,R2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,%,Attended_Colposcopy_All_Ages,79.8286326312031000000
26a,2019-20,R2,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,%,DNA_Colposcopy_All_Ages,7.6044269903605900000
26a,2019-20,R2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,Number,Total_referrals_All_Ages,841
26a,2019-20,R2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,%,Clinical_Indication_All_Ages,16.7657550535077000000
26a,2019-20,R2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,Number,Mod_sev_dys_number_cases_All_Ages,205
26a,2019-20,R2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,5
26a,2019-20,R2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,Number,Gland_neo_number_cases_All_Ages,4
26a,2019-20,R2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,Number,Appointments_Colposcopy_All_Ages,3052
26a,2019-20,R2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,%,Attended_Colposcopy_All_Ages,53.0799475753604000000
26a,2019-20,R2,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital & Chorley and South Ribble District General Hospital,%,DNA_Colposcopy_All_Ages,7.4049803407601600000
26a,2019-20,R2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,Number,Total_referrals_All_Ages,1885
26a,2019-20,R2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,%,Clinical_Indication_All_Ages,25.4641909814324000000
26a,2019-20,R2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,Number,Mod_sev_dys_number_cases_All_Ages,309
26a,2019-20,R2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,99.6763754045307000000
26a,2019-20,R2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,3
26a,2019-20,R2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,Number,Gland_neo_number_cases_All_Ages,9
26a,2019-20,R2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,Number,Appointments_Colposcopy_All_Ages,3515
26a,2019-20,R2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,%,Attended_Colposcopy_All_Ages,80.1991465149360000000
26a,2019-20,R2,North West,RXR,East Lancashire Hospitals NHS Trust,Burnley General Hospital,%,DNA_Colposcopy_All_Ages,5.9459459459459500000
26a,2019-20,R3,Yorkshire and the Humber,02X,NHS Doncaster CCG,Carcroft Health Centre,Number,Total_referrals_All_Ages,136
26a,2019-20,R3,Yorkshire and the Humber,02X,NHS Doncaster CCG,Carcroft Health Centre,%,Clinical_Indication_All_Ages,0.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,02X,NHS Doncaster CCG,Carcroft Health Centre,Number,Mod_sev_dys_number_cases_All_Ages,31
26a,2019-20,R3,Yorkshire and the Humber,02X,NHS Doncaster CCG,Carcroft Health Centre,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,02X,NHS Doncaster CCG,Carcroft Health Centre,Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R3,Yorkshire and the Humber,02X,NHS Doncaster CCG,Carcroft Health Centre,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,02X,NHS Doncaster CCG,Carcroft Health Centre,Number,Gland_neo_number_cases_All_Ages,0
26a,2019-20,R3,Yorkshire and the Humber,02X,NHS Doncaster CCG,Carcroft Health Centre,%,Gland_neo_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,02X,NHS Doncaster CCG,Carcroft Health Centre,Number,Appointments_Colposcopy_All_Ages,233
26a,2019-20,R3,Yorkshire and the Humber,02X,NHS Doncaster CCG,Carcroft Health Centre,%,Attended_Colposcopy_All_Ages,82.8326180257511000000
26a,2019-20,R3,Yorkshire and the Humber,02X,NHS Doncaster CCG,Carcroft Health Centre,%,DNA_Colposcopy_All_Ages,4.2918454935622300000
26a,2019-20,R3,Yorkshire and the Humber,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Bradford Royal Infirmary,Number,Total_referrals_All_Ages,1387
26a,2019-20,R3,Yorkshire and the Humber,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Bradford Royal Infirmary,%,Clinical_Indication_All_Ages,55.4434030281182000000
26a,2019-20,R3,Yorkshire and the Humber,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Bradford Royal Infirmary,Number,Mod_sev_dys_number_cases_All_Ages,193
26a,2019-20,R3,Yorkshire and the Humber,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Bradford Royal Infirmary,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Bradford Royal Infirmary,Number,Sev_Inv_dys_number_cases_All_Ages,1
26a,2019-20,R3,Yorkshire and the Humber,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Bradford Royal Infirmary,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Bradford Royal Infirmary,Number,Gland_neo_number_cases_All_Ages,10
26a,2019-20,R3,Yorkshire and the Humber,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Bradford Royal Infirmary,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Bradford Royal Infirmary,Number,Appointments_Colposcopy_All_Ages,2436
26a,2019-20,R3,Yorkshire and the Humber,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Bradford Royal Infirmary,%,Attended_Colposcopy_All_Ages,75.1231527093596000000
26a,2019-20,R3,Yorkshire and the Humber,RAE,Bradford Teaching Hospitals NHS Foundation Trust,Bradford Royal Infirmary,%,DNA_Colposcopy_All_Ages,6.2397372742200300000
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,Number,Total_referrals_All_Ages,13
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,%,Clinical_Indication_All_Ages,0.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,Number,Mod_sev_dys_number_cases_All_Ages,2
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,Number,Gland_neo_number_cases_All_Ages,0
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,%,Gland_neo_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,Number,Appointments_Colposcopy_All_Ages,21
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,%,Attended_Colposcopy_All_Ages,71.4285714285714000000
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Bridlington and District Hospital,%,DNA_Colposcopy_All_Ages,23.8095238095238000000
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,Number,Total_referrals_All_Ages,304
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,%,Clinical_Indication_All_Ages,0.9868421052631580000
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,Number,Mod_sev_dys_number_cases_All_Ages,109
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,1
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,Number,Gland_neo_number_cases_All_Ages,5
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,Number,Appointments_Colposcopy_All_Ages,439
26a,2019-20,R3,Yorkshire and the Humber,RCB,York Teaching Hospital NHS Foundation Trust,Scarborough General Hospital,%,Attended_Colposcopy_All_Ages,87.0159453302961000000
