Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Unit,Indicator,Value
19a,2019-20,R8,South East,61290,Berkshire and Surrey Pathology Services,Rate,RV_C1_19-19,3.1656250000000000000
19a,2019-20,R8,South East,61290,Berkshire and Surrey Pathology Services,Rate,RV_C2_18-19,3.1199641897940900000
19a,2019-20,R8,South East,61150,Maidstone Hospital,%,APV_C1_19-19,13.0820399113082000000
19a,2019-20,R8,South East,61150,Maidstone Hospital,%,APV_C2_18-19,15.2989449003517000000
19a,2019-20,R8,South East,61150,Maidstone Hospital,%,PPV_C1_19-19,85.6209150326797000000
19a,2019-20,R8,South East,61150,Maidstone Hospital,%,PPV_C2_18-19,87.3581847649919000000
19a,2019-20,R8,South East,61150,Maidstone Hospital,Rate,RV_C1_19-19,3.1789473684210500000
19a,2019-20,R8,South East,61150,Maidstone Hospital,Rate,RV_C2_18-19,2.9037500000000000000
19a,2019-20,R8,South East,61040,Royal Sussex County Hospital,%,APV_C1_19-19,11.7079889807163000000
19a,2019-20,R8,South East,61040,Royal Sussex County Hospital,%,APV_C2_18-19,14.1933287950987000000
19a,2019-20,R8,South East,61040,Royal Sussex County Hospital,%,PPV_C1_19-19,82.9596412556054000000
19a,2019-20,R8,South East,61040,Royal Sussex County Hospital,%,PPV_C2_18-19,86.2612612612613000000
19a,2019-20,R8,South East,61040,Royal Sussex County Hospital,Rate,RV_C1_19-19,3.5148148148148100000
19a,2019-20,R8,South East,61040,Royal Sussex County Hospital,Rate,RV_C2_18-19,3.2341504649197000000
19a,2019-20,R8,South East,61190,William Harvey Hospital,%,APV_C1_19-19,11.5207373271889000000
19a,2019-20,R8,South East,61190,William Harvey Hospital,%,APV_C2_18-19,12.8354725787631000000
19a,2019-20,R8,South East,61190,William Harvey Hospital,%,PPV_C1_19-19,90.1234567901235000000
19a,2019-20,R8,South East,61190,William Harvey Hospital,%,PPV_C2_18-19,88.4931506849315000000
19a,2019-20,R8,South East,61190,William Harvey Hospital,Rate,RV_C1_19-19,3.0408163265306100000
19a,2019-20,R8,South East,61190,William Harvey Hospital,Rate,RV_C2_18-19,2.8221709006928400000
19a,2019-20,R8,South East,61520,Wycombe Hospital,%,APV_C1_19-19,7.6354679802955700000
19a,2019-20,R8,South East,61520,Wycombe Hospital,%,APV_C2_18-19,10.1731601731602000000
19a,2019-20,R8,South East,61520,Wycombe Hospital,%,PPV_C1_19-19,73.3333333333333000000
19a,2019-20,R8,South East,61520,Wycombe Hospital,%,PPV_C2_18-19,82.7350427350427000000
19a,2019-20,R8,South East,61520,Wycombe Hospital,Rate,RV_C1_19-19,3.7565789473684200000
19a,2019-20,R8,South East,61520,Wycombe Hospital,Rate,RV_C2_18-19,3.1536000000000000000
